-1,-1,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,4,4,4,4,4,4,4,122,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,4,4,4,122,4,4,4,4,4,4,586,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,4,122,4,4,4,4,4,4,4,4,586,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,122,4,4,4,4,4,4,4,4,4,586,4,754,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,4,4,4,122,4,4,4,4,4,4,586,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,4,122,586,586,586,586,586,586,586,586,586,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,122,4,586,4,4,4,4,4,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,4,4,586,4,4,4,4,4,4,122,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,754,4,586,4,4,4,4,4,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,586,586,586,586,4,4,122,4,4,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,586,4,4,4,4,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586
-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,288,586
-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,586
-1,-1,-1,-1,-1,586,586,586,586,586,586,586,586,4,4,4,586,586,586,586,586,586,586,586,586,586
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,586,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,586,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,586,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,586,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,586,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,586,586,4,4,4,586,586,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,122,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
586,586,586,586,586,586,586,586,586,586,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
586,4,4,4,4,4,586,4,4,4,586,586,586,586,586,586,586,4,586,-1,-1,-1,-1,-1,-1,-1
586,4,911,753,933,4,326,4,970,4,326,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
586,4,4,4,4,4,586,4,4,4,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
586,586,586,586,586,586,586,586,586,586,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,586,586,586,586,586,586,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,122,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,122,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,586,586,586,586,586,586,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,25,4,4,4,379,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,4,4,4,4,4,4,4,586,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,586,586,586,586,586,586,586,586,586,-1,-1,-1,-1,-1,-1,-1
