-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,33,-1,-1,-1,-1,-1,-1,33,33,-1,33,33,33,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,67,67,33,67,33,33,33,67,67,33,33,33,33,67,33,33,33,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,67,32,179,32,32,32,32,179,179,32,32,179,32,179,179,33,33,-1,-1,-1,-1
-1,-1,-1,-1,-1,33,33,67,32,32,179,32,32,179,33,32,32,32,32,179,32,211,67,33,33,-1,-1,-1
-1,-1,-1,33,-1,-1,33,33,32,32,208,208,208,208,208,208,208,208,208,208,32,32,67,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,33,33,33,32,68,210,68,250,4,1,210,68,68,67,32,33,67,33,-1,-1,-1,-1
33,-1,-1,-1,-1,33,33,33,32,32,68,68,68,4,4,1,68,68,210,179,32,32,67,33,-1,-1,-1,33
-1,-1,-1,-1,-1,33,33,33,32,179,209,209,209,1,647,1,207,207,64,64,32,32,33,33,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,33,67,179,32,209,205,209,1,1,4,207,207,33,64,32,32,33,-1,-1,-1,-1,-1
-1,33,-1,-1,-1,-1,33,67,33,32,68,210,943,4,1,1,207,207,64,33,32,32,33,33,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,33,33,32,32,37,37,37,1,69,4,69,68,69,64,32,32,67,33,-1,-1,33,-1
-1,-1,-1,-1,33,-1,-1,33,32,32,37,37,37,1,69,69,1,68,64,64,32,179,33,33,-1,-1,-1,-1
-1,33,-1,-1,-1,-1,33,33,32,33,205,205,205,250,4,69,1,68,33,64,32,32,67,33,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,33,67,33,32,205,205,205,4,69,69,64,65,210,64,32,32,67,-1,-1,33,-1,-1
-1,-1,-1,-1,-1,-1,33,211,32,32,205,205,205,69,69,1,1,65,64,64,32,32,67,-1,33,-1,-1,-1
-1,-1,-1,-1,-1,-1,33,67,32,32,205,205,205,1,4,69,1,64,64,64,33,211,67,-1,-1,-1,-1,-1
-1,-1,-1,-1,33,-1,33,67,67,67,67,67,66,1,69,4,250,66,67,67,67,67,67,-1,-1,-1,-1,33
-1,-1,-1,-1,-1,-1,33,33,33,67,67,67,67,4,4,4,1,67,67,67,67,67,-1,-1,-1,-1,-1,-1
-1,33,-1,-1,-1,-1,33,67,67,67,67,67,1,1,1,1,1,1,1,67,67,67,67,-1,-1,33,-1,-1
-1,-1,-1,-1,-1,33,33,67,211,4,1,250,1,1,1,1,1,1,250,4,1,211,33,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,179,1,4,4,4,1,1,1,1,1,1,4,1,67,1,33,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,33,33,1,250,4,4,1,1,1,1,1,1,4,4,1,67,33,33,-1,-1,-1,33
-1,-1,-1,-1,-1,-1,33,33,1,1,1,1,1,4,1,4,4,1,4,250,1,211,67,33,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,33,67,67,67,67,179,67,1,4,1,1,67,210,67,67,67,33,33,-1,-1,-1,-1
-1,33,-1,-1,-1,-1,-1,33,33,33,210,67,67,1,25,4,67,179,67,33,33,33,33,33,-1,-1,-1,-1
-1,-1,-1,-1,33,-1,-1,-1,-1,33,33,33,67,67,1,67,67,67,-1,33,33,33,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,33,67,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,33,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
